parameter_id,timing_id,switch_mix,comp_overdrive_residual_mv,program_error_mv,hold_delta_vgs_mv,write_unsettled_fraction,prep_unsettled_fraction,em_drop_300na_mv,beta_uav2,sampling_vth_coefficient
P3-196fd81247,T3-12,IGZO/IGZO/IGZO/IGZO/IGZO,157.10665745219995,157.97338570871827,-1.3483268558607264,4.839350892872403e-136,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-13,IGZO/IGZO/IGZO/IGZO/IGZO,41.73551190257634,43.12427378193447,-1.2889967730655982,1.7149021927641672e-07,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-14,IGZO/IGZO/IGZO/IGZO/IGZO,41.73551190257634,43.12427378193447,-1.2889967730655982,1.7149021927641672e-07,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-15,IGZO/IGZO/IGZO/IGZO/IGZO,41.73551190257634,43.12428154167265,-1.2889970150586905,8.648831232059362e-28,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-16,IGZO/IGZO/IGZO/IGZO/IGZO,41.73551190257634,43.12428154167265,-1.2889970150586905,8.648831232059362e-28,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-17,IGZO/IGZO/IGZO/IGZO/IGZO,41.73551190257634,43.12428154167265,-1.2889970150586905,4.839350892872403e-136,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-18,IGZO/IGZO/IGZO/IGZO/IGZO,41.73551190257634,43.12428154167265,-1.2889970150586905,4.839350892872403e-136,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-19,IGZO/IGZO/IGZO/IGZO/IGZO,10.599773084036618,12.129420659406101,-1.2729851575223883,1.7149021927641672e-07,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-20,IGZO/IGZO/IGZO/IGZO/IGZO,10.599773084036618,12.129420659406101,-1.2729851575223883,1.7149021927641672e-07,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-21,IGZO/IGZO/IGZO/IGZO/IGZO,10.599773084036618,12.129428419144286,-1.2729853995150364,8.648831232059362e-28,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-22,IGZO/IGZO/IGZO/IGZO/IGZO,10.599773084036618,12.129428419144286,-1.2729853995150364,8.648831232059362e-28,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-23,IGZO/IGZO/IGZO/IGZO/IGZO,10.599773084036618,12.129428419144286,-1.2729853995150364,4.839350892872403e-136,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-24,IGZO/IGZO/IGZO/IGZO/IGZO,10.599773084036618,12.129428419144286,-1.2729853995150364,4.839350892872403e-136,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-01,IGZO/IGZO/IGZO/IGZO/LTPS,508.5756897837434,507.85205266816325,-1.5290702619932262,1.7149021927641672e-07,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-02,IGZO/IGZO/IGZO/IGZO/LTPS,508.5756897837434,507.85205266816325,-1.5290702619932262,1.7149021927641672e-07,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-03,IGZO/IGZO/IGZO/IGZO/LTPS,508.5756897837434,507.85206042790145,-1.5290705039863184,8.648831232059362e-28,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-04,IGZO/IGZO/IGZO/IGZO/LTPS,508.5756897837434,507.85206042790145,-1.5290705039863184,8.648831232059362e-28,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-05,IGZO/IGZO/IGZO/IGZO/LTPS,508.5756897837434,507.85206042790145,-1.5290705039863184,4.839350892872403e-136,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-06,IGZO/IGZO/IGZO/IGZO/LTPS,508.5756897837434,507.85206042790145,-1.5290705039863184,4.839350892872403e-136,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-07,IGZO/IGZO/IGZO/IGZO/LTPS,157.10665745219995,157.9733779489801,-1.3483266138676342,1.7149021927641672e-07,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-08,IGZO/IGZO/IGZO/IGZO/LTPS,157.10665745219995,157.9733779489801,-1.3483266138676342,1.7149021927641672e-07,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-09,IGZO/IGZO/IGZO/IGZO/LTPS,157.10665745219995,157.97338570871827,-1.3483268558607264,8.648831232059362e-28,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-10,IGZO/IGZO/IGZO/IGZO/LTPS,157.10665745219995,157.97338570871827,-1.3483268558607264,8.648831232059362e-28,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-11,IGZO/IGZO/IGZO/IGZO/LTPS,157.10665745219995,157.97338570871827,-1.3483268558607264,4.839350892872403e-136,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-12,IGZO/IGZO/IGZO/IGZO/LTPS,157.10665745219995,157.97338570871827,-1.3483268558607264,4.839350892872403e-136,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-13,IGZO/IGZO/IGZO/IGZO/LTPS,41.73551190257634,43.12427378193447,-1.2889967730655982,1.7149021927641672e-07,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-14,IGZO/IGZO/IGZO/IGZO/LTPS,41.73551190257634,43.12427378193447,-1.2889967730655982,1.7149021927641672e-07,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-15,IGZO/IGZO/IGZO/IGZO/LTPS,41.73551190257634,43.12428154167265,-1.2889970150586905,8.648831232059362e-28,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-16,IGZO/IGZO/IGZO/IGZO/LTPS,41.73551190257634,43.12428154167265,-1.2889970150586905,8.648831232059362e-28,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-17,IGZO/IGZO/IGZO/IGZO/LTPS,41.73551190257634,43.12428154167265,-1.2889970150586905,4.839350892872403e-136,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-18,IGZO/IGZO/IGZO/IGZO/LTPS,41.73551190257634,43.12428154167265,-1.2889970150586905,4.839350892872403e-136,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-19,IGZO/IGZO/IGZO/IGZO/LTPS,10.599773084036618,12.129420659406101,-1.2729851575223883,1.7149021927641672e-07,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-20,IGZO/IGZO/IGZO/IGZO/LTPS,10.599773084036618,12.129420659406101,-1.2729851575223883,1.7149021927641672e-07,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-21,IGZO/IGZO/IGZO/IGZO/LTPS,10.599773084036618,12.129428419144286,-1.2729853995150364,8.648831232059362e-28,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-22,IGZO/IGZO/IGZO/IGZO/LTPS,10.599773084036618,12.129428419144286,-1.2729853995150364,8.648831232059362e-28,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-23,IGZO/IGZO/IGZO/IGZO/LTPS,10.599773084036618,12.129428419144286,-1.2729853995150364,4.839350892872403e-136,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-24,IGZO/IGZO/IGZO/IGZO/LTPS,10.599773084036618,12.129428419144286,-1.2729853995150364,4.839350892872403e-136,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-01,IGZO/IGZO/IGZO/LTPS/IGZO,508.5756897837434,507.85205266816325,-1.5290702619932262,1.7149021927641672e-07,5.684563819611939e-05,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-02,IGZO/IGZO/IGZO/LTPS/IGZO,508.5756897837434,507.85205266816325,-1.5290702619932262,1.7149021927641672e-07,5.684563819611939e-05,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-03,IGZO/IGZO/IGZO/LTPS/IGZO,508.5756897837434,507.85206042790145,-1.5290705039863184,8.648831232059362e-28,5.684563819611939e-05,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-04,IGZO/IGZO/IGZO/LTPS/IGZO,508.5756897837434,507.85206042790145,-1.5290705039863184,8.648831232059362e-28,5.684563819611939e-05,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-05,IGZO/IGZO/IGZO/LTPS/IGZO,508.5756897837434,507.85206042790145,-1.5290705039863184,4.839350892872403e-136,5.684563819611939e-05,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-06,IGZO/IGZO/IGZO/LTPS/IGZO,508.5756897837434,507.85206042790145,-1.5290705039863184,4.839350892872403e-136,5.684563819611939e-05,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-07,IGZO/IGZO/IGZO/LTPS/IGZO,157.10665745219995,157.9733779489801,-1.3483266138676342,1.7149021927641672e-07,5.684563819611939e-05,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-08,IGZO/IGZO/IGZO/LTPS/IGZO,157.10665745219995,157.9733779489801,-1.3483266138676342,1.7149021927641672e-07,5.684563819611939e-05,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-09,IGZO/IGZO/IGZO/LTPS/IGZO,157.10665745219995,157.97338570871827,-1.3483268558607264,8.648831232059362e-28,5.684563819611939e-05,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-10,IGZO/IGZO/IGZO/LTPS/IGZO,157.10665745219995,157.97338570871827,-1.3483268558607264,8.648831232059362e-28,5.684563819611939e-05,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-11,IGZO/IGZO/IGZO/LTPS/IGZO,157.10665745219995,157.97338570871827,-1.3483268558607264,4.839350892872403e-136,5.684563819611939e-05,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-12,IGZO/IGZO/IGZO/LTPS/IGZO,157.10665745219995,157.97338570871827,-1.3483268558607264,4.839350892872403e-136,5.684563819611939e-05,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-13,IGZO/IGZO/IGZO/LTPS/IGZO,41.73551190257634,43.12427378193447,-1.2889967730655982,1.7149021927641672e-07,5.684563819611939e-05,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-14,IGZO/IGZO/IGZO/LTPS/IGZO,41.73551190257634,43.12427378193447,-1.2889967730655982,1.7149021927641672e-07,5.684563819611939e-05,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-15,IGZO/IGZO/IGZO/LTPS/IGZO,41.73551190257634,43.12428154167265,-1.2889970150586905,8.648831232059362e-28,5.684563819611939e-05,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-16,IGZO/IGZO/IGZO/LTPS/IGZO,41.73551190257634,43.12428154167265,-1.2889970150586905,8.648831232059362e-28,5.684563819611939e-05,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-17,IGZO/IGZO/IGZO/LTPS/IGZO,41.73551190257634,43.12428154167265,-1.2889970150586905,4.839350892872403e-136,5.684563819611939e-05,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-18,IGZO/IGZO/IGZO/LTPS/IGZO,41.73551190257634,43.12428154167265,-1.2889970150586905,4.839350892872403e-136,5.684563819611939e-05,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-19,IGZO/IGZO/IGZO/LTPS/IGZO,10.599773084036618,12.129420659406101,-1.2729851575223883,1.7149021927641672e-07,5.684563819611939e-05,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-20,IGZO/IGZO/IGZO/LTPS/IGZO,10.599773084036618,12.129420659406101,-1.2729851575223883,1.7149021927641672e-07,5.684563819611939e-05,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-21,IGZO/IGZO/IGZO/LTPS/IGZO,10.599773084036618,12.129428419144286,-1.2729853995150364,8.648831232059362e-28,5.684563819611939e-05,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-22,IGZO/IGZO/IGZO/LTPS/IGZO,10.599773084036618,12.129428419144286,-1.2729853995150364,8.648831232059362e-28,5.684563819611939e-05,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-23,IGZO/IGZO/IGZO/LTPS/IGZO,10.599773084036618,12.129428419144286,-1.2729853995150364,4.839350892872403e-136,5.684563819611939e-05,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-24,IGZO/IGZO/IGZO/LTPS/IGZO,10.599773084036618,12.129428419144286,-1.2729853995150364,4.839350892872403e-136,5.684563819611939e-05,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-01,IGZO/IGZO/IGZO/LTPS/LTPS,508.5756897837434,507.85205266816325,-1.5290702619932262,1.7149021927641672e-07,5.684563819611939e-05,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-02,IGZO/IGZO/IGZO/LTPS/LTPS,508.5756897837434,507.85205266816325,-1.5290702619932262,1.7149021927641672e-07,5.684563819611939e-05,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-03,IGZO/IGZO/IGZO/LTPS/LTPS,508.5756897837434,507.85206042790145,-1.5290705039863184,8.648831232059362e-28,5.684563819611939e-05,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-04,IGZO/IGZO/IGZO/LTPS/LTPS,508.5756897837434,507.85206042790145,-1.5290705039863184,8.648831232059362e-28,5.684563819611939e-05,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-05,IGZO/IGZO/IGZO/LTPS/LTPS,508.5756897837434,507.85206042790145,-1.5290705039863184,4.839350892872403e-136,5.684563819611939e-05,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-06,IGZO/IGZO/IGZO/LTPS/LTPS,508.5756897837434,507.85206042790145,-1.5290705039863184,4.839350892872403e-136,5.684563819611939e-05,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-07,IGZO/IGZO/IGZO/LTPS/LTPS,157.10665745219995,157.9733779489801,-1.3483266138676342,1.7149021927641672e-07,5.684563819611939e-05,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-08,IGZO/IGZO/IGZO/LTPS/LTPS,157.10665745219995,157.9733779489801,-1.3483266138676342,1.7149021927641672e-07,5.684563819611939e-05,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-09,IGZO/IGZO/IGZO/LTPS/LTPS,157.10665745219995,157.97338570871827,-1.3483268558607264,8.648831232059362e-28,5.684563819611939e-05,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-10,IGZO/IGZO/IGZO/LTPS/LTPS,157.10665745219995,157.97338570871827,-1.3483268558607264,8.648831232059362e-28,5.684563819611939e-05,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-11,IGZO/IGZO/IGZO/LTPS/LTPS,157.10665745219995,157.97338570871827,-1.3483268558607264,4.839350892872403e-136,5.684563819611939e-05,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-12,IGZO/IGZO/IGZO/LTPS/LTPS,157.10665745219995,157.97338570871827,-1.3483268558607264,4.839350892872403e-136,5.684563819611939e-05,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-13,IGZO/IGZO/IGZO/LTPS/LTPS,41.73551190257634,43.12427378193447,-1.2889967730655982,1.7149021927641672e-07,5.684563819611939e-05,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-14,IGZO/IGZO/IGZO/LTPS/LTPS,41.73551190257634,43.12427378193447,-1.2889967730655982,1.7149021927641672e-07,5.684563819611939e-05,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-15,IGZO/IGZO/IGZO/LTPS/LTPS,41.73551190257634,43.12428154167265,-1.2889970150586905,8.648831232059362e-28,5.684563819611939e-05,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-16,IGZO/IGZO/IGZO/LTPS/LTPS,41.73551190257634,43.12428154167265,-1.2889970150586905,8.648831232059362e-28,5.684563819611939e-05,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-17,IGZO/IGZO/IGZO/LTPS/LTPS,41.73551190257634,43.12428154167265,-1.2889970150586905,4.839350892872403e-136,5.684563819611939e-05,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-18,IGZO/IGZO/IGZO/LTPS/LTPS,41.73551190257634,43.12428154167265,-1.2889970150586905,4.839350892872403e-136,5.684563819611939e-05,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-19,IGZO/IGZO/IGZO/LTPS/LTPS,10.599773084036618,12.129420659406101,-1.2729851575223883,1.7149021927641672e-07,5.684563819611939e-05,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-20,IGZO/IGZO/IGZO/LTPS/LTPS,10.599773084036618,12.129420659406101,-1.2729851575223883,1.7149021927641672e-07,5.684563819611939e-05,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-21,IGZO/IGZO/IGZO/LTPS/LTPS,10.599773084036618,12.129428419144286,-1.2729853995150364,8.648831232059362e-28,5.684563819611939e-05,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-22,IGZO/IGZO/IGZO/LTPS/LTPS,10.599773084036618,12.129428419144286,-1.2729853995150364,8.648831232059362e-28,5.684563819611939e-05,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-23,IGZO/IGZO/IGZO/LTPS/LTPS,10.599773084036618,12.129428419144286,-1.2729853995150364,4.839350892872403e-136,5.684563819611939e-05,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-24,IGZO/IGZO/IGZO/LTPS/LTPS,10.599773084036618,12.129428419144286,-1.2729853995150364,4.839350892872403e-136,5.684563819611939e-05,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-01,IGZO/IGZO/LTPS/IGZO/IGZO,508.5756897837434,507.85206042790145,-56.96008824313292,1.483189964470563e-34,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-02,IGZO/IGZO/LTPS/IGZO/IGZO,508.5756897837434,507.85206042790145,-56.96008824313292,1.483189964470563e-34,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-03,IGZO/IGZO/LTPS/IGZO/IGZO,508.5756897837434,507.85206042790145,-56.96008824313292,4.8393508928721274e-136,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-04,IGZO/IGZO/LTPS/IGZO/IGZO,508.5756897837434,507.85206042790145,-56.96008824313292,4.8393508928721274e-136,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-05,IGZO/IGZO/LTPS/IGZO/IGZO,508.5756897837434,507.85206042790145,-56.96008824313292,0.0,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-06,IGZO/IGZO/LTPS/IGZO/IGZO,508.5756897837434,507.85206042790145,-56.96008824313292,0.0,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-07,IGZO/IGZO/LTPS/IGZO/IGZO,157.10665745219995,157.97338570871827,-56.78172846823371,1.483189964470563e-34,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-08,IGZO/IGZO/LTPS/IGZO/IGZO,157.10665745219995,157.97338570871827,-56.78172846823371,1.483189964470563e-34,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-09,IGZO/IGZO/LTPS/IGZO/IGZO,157.10665745219995,157.97338570871827,-56.78172846823371,4.8393508928721274e-136,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-10,IGZO/IGZO/LTPS/IGZO/IGZO,157.10665745219995,157.97338570871827,-56.78172846823371,4.8393508928721274e-136,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-11,IGZO/IGZO/LTPS/IGZO/IGZO,157.10665745219995,157.97338570871827,-56.78172846823371,0.0,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-12,IGZO/IGZO/LTPS/IGZO/IGZO,157.10665745219995,157.97338570871827,-56.78172846823371,0.0,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-13,IGZO/IGZO/LTPS/IGZO/IGZO,41.73551190257634,43.12428154167265,-56.72318114355601,1.483189964470563e-34,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-14,IGZO/IGZO/LTPS/IGZO/IGZO,41.73551190257634,43.12428154167265,-56.72318114355601,1.483189964470563e-34,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-15,IGZO/IGZO/LTPS/IGZO/IGZO,41.73551190257634,43.12428154167265,-56.72318114355601,4.8393508928721274e-136,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-16,IGZO/IGZO/LTPS/IGZO/IGZO,41.73551190257634,43.12428154167265,-56.72318114355601,4.8393508928721274e-136,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-17,IGZO/IGZO/LTPS/IGZO/IGZO,41.73551190257634,43.12428154167265,-56.72318114355601,0.0,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-18,IGZO/IGZO/LTPS/IGZO/IGZO,41.73551190257634,43.12428154167265,-56.72318114355601,0.0,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-19,IGZO/IGZO/LTPS/IGZO/IGZO,10.599773084036618,12.129428419144286,-56.707380709218654,1.483189964470563e-34,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-20,IGZO/IGZO/LTPS/IGZO/IGZO,10.599773084036618,12.129428419144286,-56.707380709218654,1.483189964470563e-34,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-21,IGZO/IGZO/LTPS/IGZO/IGZO,10.599773084036618,12.129428419144286,-56.707380709218654,4.8393508928721274e-136,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-22,IGZO/IGZO/LTPS/IGZO/IGZO,10.599773084036618,12.129428419144286,-56.707380709218654,4.8393508928721274e-136,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-23,IGZO/IGZO/LTPS/IGZO/IGZO,10.599773084036618,12.129428419144286,-56.707380709218654,0.0,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-24,IGZO/IGZO/LTPS/IGZO/IGZO,10.599773084036618,12.129428419144286,-56.707380709218654,0.0,0.14155963341756855,45.0,1.0,0.9954751131221697
P3-196fd81247,T3-01,IGZO/IGZO/LTPS/IGZO/LTPS,508.5756897837434,507.85206042790145,-56.96008824313292,1.483189964470563e-34,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-02,IGZO/IGZO/LTPS/IGZO/LTPS,508.5756897837434,507.85206042790145,-56.96008824313292,1.483189964470563e-34,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-03,IGZO/IGZO/LTPS/IGZO/LTPS,508.5756897837434,507.85206042790145,-56.96008824313292,4.8393508928721274e-136,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-04,IGZO/IGZO/LTPS/IGZO/LTPS,508.5756897837434,507.85206042790145,-56.96008824313292,4.8393508928721274e-136,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-05,IGZO/IGZO/LTPS/IGZO/LTPS,508.5756897837434,507.85206042790145,-56.96008824313292,0.0,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-06,IGZO/IGZO/LTPS/IGZO/LTPS,508.5756897837434,507.85206042790145,-56.96008824313292,0.0,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-07,IGZO/IGZO/LTPS/IGZO/LTPS,157.10665745219995,157.97338570871827,-56.78172846823371,1.483189964470563e-34,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-08,IGZO/IGZO/LTPS/IGZO/LTPS,157.10665745219995,157.97338570871827,-56.78172846823371,1.483189964470563e-34,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-09,IGZO/IGZO/LTPS/IGZO/LTPS,157.10665745219995,157.97338570871827,-56.78172846823371,4.8393508928721274e-136,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-10,IGZO/IGZO/LTPS/IGZO/LTPS,157.10665745219995,157.97338570871827,-56.78172846823371,4.8393508928721274e-136,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-11,IGZO/IGZO/LTPS/IGZO/LTPS,157.10665745219995,157.97338570871827,-56.78172846823371,0.0,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-12,IGZO/IGZO/LTPS/IGZO/LTPS,157.10665745219995,157.97338570871827,-56.78172846823371,0.0,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-13,IGZO/IGZO/LTPS/IGZO/LTPS,41.73551190257634,43.12428154167265,-56.72318114355601,1.483189964470563e-34,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-14,IGZO/IGZO/LTPS/IGZO/LTPS,41.73551190257634,43.12428154167265,-56.72318114355601,1.483189964470563e-34,0.14155963341756855,9.0,1.0,0.9954751131221697
P3-196fd81247,T3-15,IGZO/IGZO/LTPS/IGZO/LTPS,41.73551190257634,43.12428154167265,-56.72318114355601,4.8393508928721274e-136,0.14155963341756855,9.0,1.0,0.9954751131221697
